Date : 2021-07-01 22:33:06
Directory : c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition
Total : 934 files,  77753 codes, 1774 comments, 18221 blanks, all 97748 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| Workspaces\PatnicRoom\Src\Util\SubUtils                                                                                                                                             |          7 |        231 |          0 |         84 |        315 |
| Workspaces\PatnicRoom\Src\scenes                                                                                                                                                    |        116 |     24,704 |         16 |      3,806 |     28,526 |
| Workspaces\PatnicRoom\Src\scenes\Gameloop                                                                                                                                           |         66 |     17,875 |          5 |      2,519 |     20,399 |
| Workspaces\PatnicRoom\Src\scenes\Gameloop\PanicMode                                                                                                                                 |         26 |      5,347 |          0 |        694 |      6,041 |
| Workspaces\PatnicRoom\Src\scenes\Gameloop\PanicMode\HUD                                                                                                                             |          2 |         44 |          0 |         39 |         83 |
| Workspaces\PatnicRoom\Src\scenes\Gameloop\PanicMode\Subscenes                                                                                                                       |         19 |      5,216 |          0 |        607 |      5,823 |
| Workspaces\PatnicRoom\Src\scenes\Gameloop\PanicMode\Subscenes\Inv Side Panel                                                                                                        |          2 |        869 |          0 |         96 |        965 |
| Workspaces\PatnicRoom\Src\scenes\Gameloop\PanicMode\Subscenes\Kits Side Panel                                                                                                       |          3 |      1,660 |          0 |        179 |      1,839 |
| Workspaces\PatnicRoom\Src\scenes\Gameloop\PanicMode\Subscenes\Monitor Side Panel                                                                                                    |          2 |        316 |          0 |         38 |        354 |
| Workspaces\PatnicRoom\Src\scenes\Gameloop\PanicMode\Subscenes\News Side Panel                                                                                                       |          2 |      1,005 |          0 |        102 |      1,107 |
| Workspaces\PatnicRoom\Src\scenes\Gameloop\PanicMode\Subscenes\Onlook Sub Panel                                                                                                      |          2 |        162 |          0 |         19 |        181 |
| Workspaces\PatnicRoom\Src\scenes\Gameloop\PanicMode\Subscenes\Rootpanel                                                                                                             |          6 |        879 |          0 |        133 |      1,012 |
| Workspaces\PatnicRoom\Src\scenes\Gameloop\PanicMode\Subscenes\ViewModes                                                                                                             |          2 |        325 |          0 |         40 |        365 |
| Workspaces\PatnicRoom\Src\scenes\Gameloop\RestMode                                                                                                                                  |         40 |     12,528 |          5 |      1,825 |     14,358 |
| Workspaces\PatnicRoom\Src\scenes\Gameloop\RestMode\HUD                                                                                                                              |          5 |        401 |          0 |         68 |        469 |
| Workspaces\PatnicRoom\Src\scenes\Gameloop\RestMode\Self                                                                                                                             |         22 |      9,488 |          0 |      1,264 |     10,752 |
| Workspaces\PatnicRoom\Src\scenes\Gameloop\RestMode\Self\Charsheet                                                                                                                   |          1 |      3,091 |          0 |        336 |      3,427 |
| Workspaces\PatnicRoom\Src\scenes\Gameloop\RestMode\Self\Inventory                                                                                                                   |         20 |      6,350 |          0 |        919 |      7,269 |
| Workspaces\PatnicRoom\Src\scenes\Gameloop\RestMode\Self\Inventory\SlotManager                                                                                                       |          4 |        160 |          0 |        117 |        277 |
| Workspaces\PatnicRoom\Src\scenes\Gameloop\RestMode\Self\Inventory\Subscene                                                                                                          |          5 |      1,149 |          0 |        151 |      1,300 |
| Workspaces\PatnicRoom\Src\scenes\Gameloop\RestMode\Self\Inventory\TimeSlotButton                                                                                                    |          4 |         40 |          0 |         44 |         84 |
| Workspaces\PatnicRoom\Src\scenes\Gameloop\RestMode\Self\Rootnet                                                                                                                     |          1 |         47 |          0 |          9 |         56 |
| Workspaces\PatnicRoom\Src\scenes\Gameloop\RestMode\Station                                                                                                                          |         12 |      2,589 |          4 |        470 |      3,063 |
| Workspaces\PatnicRoom\Src\scenes\Gameloop\RestMode\Station\Fill Form                                                                                                                |          6 |      1,166 |          0 |        196 |      1,362 |
| Workspaces\PatnicRoom\Src\scenes\Templates                                                                                                                                          |         13 |        646 |          0 |        206 |        852 |
| Workspaces\PatnicRoom\Src\scenes\Templates\GUI                                                                                                                                      |         13 |        646 |          0 |        206 |        852 |
| Workspaces\PatnicRoom\Src\scenes\Templates\GUI\Checkbox                                                                                                                             |          3 |        105 |          0 |         35 |        140 |
| Workspaces\PatnicRoom\Src\scenes\Templates\GUI\Flatbox Style                                                                                                                        |          1 |         18 |          0 |         11 |         29 |
| Workspaces\PatnicRoom\Src\scenes\Templates\GUI\Look at Panel                                                                                                                        |          2 |        287 |          0 |         54 |        341 |
| Workspaces\PatnicRoom\Src\scenes\Templates\GUI\Panel                                                                                                                                |          1 |         27 |          0 |         13 |         40 |
| Workspaces\PatnicRoom\Src\scenes\Templates\GUI\ProgressionBar                                                                                                                       |          3 |        140 |          0 |         41 |        181 |
| Workspaces\PatnicRoom\Src\scenes\Templates\GUI\Textfield input                                                                                                                      |          3 |         69 |          0 |         52 |        121 |
| Workspaces\PatnicRoom\Src\scenes\Templates\GUI\Textfield input\Injectables                                                                                                          |          1 |         11 |          0 |          5 |         16 |
| Workspaces\PatnicRoom\Src\scenes\Unique                                                                                                                                             |         37 |      6,183 |         11 |      1,081 |      7,275 |
| Workspaces\PatnicRoom\Src\scenes\Unique\API_017_CLI                                                                                                                                 |         10 |      3,180 |          0 |        439 |      3,619 |
| Workspaces\PatnicRoom\Src\scenes\Unique\Enter Restmode Popup                                                                                                                        |          5 |        315 |          0 |         64 |        379 |
| Workspaces\PatnicRoom\Src\scenes\Unique\Enter Restmode Popup\enterRestmode                                                                                                          |          4 |        124 |          0 |         34 |        158 |
| Workspaces\PatnicRoom\Src\scenes\Unique\Titlescreen                                                                                                                                 |         22 |      2,688 |         11 |        578 |      3,277 |
| Workspaces\PatnicRoom\Src\scenes\Unique\Titlescreen\SubScene                                                                                                                        |         12 |      2,206 |         10 |        421 |      2,637 |
| Workspaces\PatnicRoom\Src\scenes\Unique\Titlescreen\SubScene\create new game                                                                                                        |          7 |      1,467 |         10 |        287 |      1,764 |
| Workspaces\PatnicRoom\Src\scenes\Unique\Titlescreen\scripts                                                                                                                         |          4 |        146 |          1 |         50 |        197 |
| Workspaces\PatnicRoom\addons                                                                                                                                                        |         48 |      7,147 |        556 |      1,543 |      9,246 |
| Workspaces\PatnicRoom\addons\gs_logger                                                                                                                                              |         11 |        389 |         33 |        137 |        559 |
| Workspaces\PatnicRoom\addons\gs_logger\appenders                                                                                                                                    |          2 |         35 |          0 |         19 |         54 |
| Workspaces\PatnicRoom\addons\gs_logger\layouts                                                                                                                                      |          2 |         61 |         22 |         22 |        105 |
| Workspaces\PatnicRoom\addons\gut                                                                                                                                                    |         35 |      6,732 |        523 |      1,398 |      8,653 |
| Workspaces\PatnicRoom\addons\mono_debugger                                                                                                                                          |          2 |         26 |          0 |          8 |         34 |
| Workspaces\PatnicRoom\config                                                                                                                                                        |          7 |        616 |          0 |        102 |        718 |
| Workspaces\PatnicRoom\config\Savestate                                                                                                                                              |          4 |        219 |          0 |         97 |        316 |
| Workspaces\PatnicRoom\config\Savestate\One                                                                                                                                          |          4 |        219 |          0 |         97 |        316 |
| Workspaces\PatnicRoom\config\Savestate\One\Runner                                                                                                                                   |          4 |        219 |          0 |         97 |        316 |
| Workspaces\PatnicRoom\config\Savestate\One\Runner\generated                                                                                                                         |          2 |        125 |          0 |         52 |        177 |
| Workspaces\PatnicRoom\test                                                                                                                                                          |          2 |         16 |          0 |          3 |         19 |
| Workspaces\PatnicRoom\tools                                                                                                                                                         |        163 |      7,077 |          5 |      1,939 |      9,021 |
| Workspaces\PatnicRoom\tools\RuntimeConfigs                                                                                                                                          |          4 |         79 |          0 |         22 |        101 |
| Workspaces\PatnicRoom\tools\RuntimeConfigs\Custome_NPC                                                                                                                              |          1 |         27 |          0 |          3 |         30 |
| Workspaces\PatnicRoom\tools\RuntimeConfigs\Text-inserts                                                                                                                             |          1 |         19 |          0 |          5 |         24 |
| Workspaces\PatnicRoom\tools\Statistics                                                                                                                                              |        159 |      6,998 |          5 |      1,917 |      8,920 |
| Workspaces\PatnicRoom\tools\Statistics\JSON                                                                                                                                         |          3 |        203 |          1 |        112 |        316 |
| Workspaces\PatnicRoom\tools\Statistics\MD                                                                                                                                           |          7 |        165 |          0 |        178 |        343 |
| Workspaces\PatnicRoom\tools\Statistics\output                                                                                                                                       |        148 |      6,566 |          0 |      1,566 |      8,132 |
| Workspaces\PatnicRoom\tools\Statistics\output\tiles                                                                                                                                 |        137 |      1,545 |          0 |        959 |      2,504 |
| Workspaces\Webside                                                                                                                                                                  |         22 |      5,366 |        428 |      1,555 |      7,349 |
| Workspaces\Webside\assets                                                                                                                                                           |          9 |      3,454 |         86 |        837 |      4,377 |
| Workspaces\Webside\assets\css                                                                                                                                                       |          9 |      3,454 |         86 |        837 |      4,377 |
| Workspaces\Webside\src                                                                                                                                                              |          6 |        588 |        149 |        243 |        980 |
| Workspaces\Webside\src\forms                                                                                                                                                        |          1 |         18 |         16 |          8 |         42 |
| Workspaces\Webside\src\js                                                                                                                                                           |          4 |        515 |        131 |        215 |        861 |
| docs                                                                                                                                                                                |         67 |      2,905 |          0 |        893 |      3,798 |
| docs\docs                                                                                                                                                                           |         66 |      2,863 |          0 |        880 |      3,743 |
| docs\docs\Atlas                                                                                                                                                                     |         11 |      1,080 |          0 |        242 |      1,322 |
| docs\docs\Cogsmos                                                                                                                                                                   |          8 |        947 |          0 |        220 |      1,167 |
| docs\docs\Conventions                                                                                                                                                               |          4 |        117 |          0 |         43 |        160 |
| docs\docs\Core                                                                                                                                                                      |          2 |          0 |          0 |          2 |          2 |
| docs\docs\Entities                                                                                                                                                                  |         10 |        307 |          0 |        121 |        428 |
| docs\docs\Modules                                                                                                                                                                   |         16 |        201 |          0 |        130 |        331 |
| docs\docs\Syntax                                                                                                                                                                    |          5 |        121 |          0 |         62 |        183 |
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| filename                                                                                                                                                                            | language           | code       | comment    | blank      | total      |
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\CHANGELOG.md                                                                                                          | Markdown           |          0 |          0 |          1 |          1 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\README.md                                                                                                             | Markdown           |         76 |          0 |         48 |        124 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\VSCode Snippets.json                                                                                                  | JSON               |         33 |          0 |         17 |         50 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\VSCodeSetup\Settings\keybindings.json                                                                                 | JSON               |         54 |          9 |         38 |        101 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\VSCodeSetup\Settings\settings.json                                                                                    | JSON               |         21 |          0 |         18 |         39 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\VSCodeSetup\setupCustomeSettings.sh                                                                                   | Shell Script       |         34 |          0 |         15 |         49 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DevCLI\Cargo\src\backup_menue.rs                                                                           | Rust               |        119 |          0 |         64 |        183 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DevCLI\Cargo\src\distributer_menue.rs                                                                      | Rust               |        327 |          6 |        156 |        489 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DevCLI\Cargo\src\main.rs                                                                                   | Rust               |        114 |          1 |         55 |        170 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DevCLI\Cargo\src\main_menue_printer.rs                                                                     | Rust               |         37 |          0 |         22 |         59 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DevCLI\Cargo\src\mongoDB_menue.rs                                                                          | Rust               |        103 |          0 |         38 |        141 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DevCLI\Cargo\src\synchronicer_menue.rs                                                                     | Rust               |        123 |          0 |         64 |        187 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DevCLI\Cargo\src\terminal_formatter.rs                                                                     | Rust               |         77 |          2 |         24 |        103 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DevCLI\startPatnicRoom.sh                                                                                  | Shell Script       |          1 |          0 |          0 |          1 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Bootstrap.json                                                                                   | JSON               |          5 |          0 |          3 |          8 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Media\new_dynamicfont.tres                                                                       | Properties         |          5 |          0 |          3 |          8 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Media\options.tres                                                                               | Properties         |          8 |          0 |          2 |         10 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Media\presets\EffectButton\Condition.tres                                                        | Properties         |         12 |          0 |          2 |         14 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Media\presets\EffectButton\Statmod.tres                                                          | Properties         |         12 |          0 |          2 |         14 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Media\presets\IntegerInput.tres                                                                  | Properties         |          7 |          0 |          2 |          9 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Media\presets\StringInput.tres                                                                   | Properties         |          7 |          0 |          2 |          9 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Media\presets\alert.tres                                                                         | Properties         |          8 |          0 |          2 |         10 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Media\presets\backToMainManueButton.tres                                                         | Properties         |         12 |          0 |          2 |         14 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Media\presets\debugPanelStyle.tres                                                               | Properties         |          8 |          0 |          2 |         10 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Media\presets\debugPanel\green.tres                                                              | Properties         |          8 |          0 |          2 |         10 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Media\presets\debugPanel\red.tres                                                                | Properties         |          8 |          0 |          2 |         10 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Media\presets\debugPanel\yellow.tres                                                             | Properties         |          8 |          0 |          2 |         10 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Media\presets\defualtEffectnput.tres                                                             | Properties         |          8 |          0 |          2 |         10 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Media\presets\formEffectDefualt.tres                                                             | Properties         |          6 |          0 |          3 |          9 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Media\presets\highlightedEffectInput.tres                                                        | Properties         |          8 |          0 |          2 |         10 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Media\presets\highlightedFormInput.tres                                                          | Properties         |          8 |          0 |          2 |         10 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Backend\DataStructures\EffectCache.gd                                                        | GDScript           |         16 |          0 |          7 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Backend\DataStructures\FormFieldAttributes.gd                                                | GDScript           |         39 |          0 |         24 |         63 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Backend\DataStructures\PanelAttributes\GroupAttributes.gd                                    | GDScript           |         10 |          0 |          9 |         19 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Backend\DataStructures\PanelAttributes\OptionboxAttributes.gd                                | GDScript           |          7 |          0 |          5 |         12 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Backend\DataStructures\PanelAttributes\RTLAttributes.gd                                      | GDScript           |          7 |          0 |          5 |         12 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Backend\Parser\Dynamic SubParser\C_37.gd                                                     | GDScript           |         10 |          0 |          5 |         15 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Backend\Parser\Dynamic SubParser\Hub.gd                                                      | GDScript           |          5 |          0 |          3 |          8 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Backend\Parser\Parser.gd                                                                     | GDScript           |         42 |          0 |         30 |         72 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Backend\Parser\effect SubParser.gd                                                           | GDScript           |         49 |          0 |         28 |         77 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Backend\Validator\ErrorMarker.gd                                                             | GDScript           |         42 |          0 |         29 |         71 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Backend\Validator\Validator.gd                                                               | GDScript           |         60 |          0 |         43 |        103 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Bootstrap.gd                                                                                 | GDScript           |          5 |          0 |          9 |         14 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Dynamic Generator\FormFiller.gd                                    | GDScript           |         41 |          0 |         30 |         71 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Dynamic Generator\FormLayouter.gd                                  | GDScript           |         36 |          0 |         28 |         64 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Forms\Actors\Form.gd                                               | GDScript           |          4 |          0 |         19 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Forms\Actors\Form.tscn                                             | Properties         |        171 |          0 |         28 |        199 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Forms\Effect\EffectButton.gd                                       | GDScript           |         31 |          0 |         28 |         59 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Forms\Effect\Form.gd                                               | GDScript           |         18 |          0 |         13 |         31 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Forms\Effect\Form.tscn                                             | Properties         |        269 |          0 |         34 |        303 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Forms\Effect\SlotInputs.tscn                                       | Properties         |      1,270 |          0 |        167 |      1,437 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Forms\Effect\SlotSpace.gd                                          | GDScript           |         18 |          0 |         20 |         38 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Forms\Effect\SlotUnits\Effect.gd                                   | GDScript           |         47 |          0 |         29 |         76 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Forms\Effect\SlotUnits\Space.gd                                    | GDScript           |         29 |          0 |         20 |         49 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Forms\Effect\SlotUnits\Trigger.gd                                  | GDScript           |         36 |          0 |         28 |         64 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Forms\Effect\scrollContainerRtl.gd                                 | GDScript           |         17 |          0 |          8 |         25 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Forms\Effect\selectionMenue.gd                                     | GDScript           |         25 |          0 |         20 |         45 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Forms\Effect\timeslotsManager.gd                                   | GDScript           |         26 |          0 |         17 |         43 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Forms\Gear\Items\Form.gd                                           | GDScript           |          1 |          0 |         11 |         12 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Forms\Gear\Items\Form.tscn                                         | Properties         |        171 |          0 |         31 |        202 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Forms\Kit\Form.gd                                                  | GDScript           |         12 |          0 |         16 |         28 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Forms\Kit\Form.tscn                                                | Properties         |        785 |          0 |        134 |        919 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Forms\Kit\choose kit to mod panel.gd                               | GDScript           |          9 |          1 |          7 |         17 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Forms\ParentForm.gd                                                | GDScript           |          6 |          0 |          7 |         13 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Input\InputModules universal\COMPONENT\Component.tscn              | Properties         |         54 |          0 |         10 |         64 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Input\InputModules universal\COMPONENT\InputEffectRTL.gd           | GDScript           |         36 |          0 |         23 |         59 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Input\InputModules universal\COMPONENT\PanelInputHandler.gd        | GDScript           |         13 |          0 |         10 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Input\InputModules universal\Comparator\ComparatorScene.tscn       | Properties         |         54 |          0 |         10 |         64 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Input\InputModules universal\Comparator\InputEffectRTL.gd          | GDScript           |         36 |          0 |         23 |         59 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Input\InputModules universal\Comparator\PanelInputHandler.gd       | GDScript           |         13 |          0 |         10 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Input\InputModules universal\Condition\Condition.tscn              | Properties         |         56 |          0 |          9 |         65 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Input\InputModules universal\Condition\ConditionScene.gd           | GDScript           |          8 |          0 |          7 |         15 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Input\InputModules universal\Condition\InputRTL2.gd                | GDScript           |         48 |          0 |         26 |         74 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Input\InputModules universal\Condition\conditionScene.tscn         | Properties         |         26 |          0 |          5 |         31 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Input\InputModules universal\Morphbox\universalMorphbox.gd         | GDScript           |         32 |          0 |         28 |         60 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Input\InputModules universal\Morphbox\universalMorphboxScript.tscn | Properties         |         26 |          0 |          5 |         31 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Input\InputModules universal\Panel\PanelInputHandler.gd            | GDScript           |         12 |          0 |         10 |         22 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Input\InputModules universal\RTL\RTLScene.tscn                     | Properties         |         26 |          0 |          5 |         31 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Input\InputModules universal\RTL\inputComponentRTL.gd              | GDScript           |         59 |          0 |         30 |         89 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Input\InputModules universal\Slider\sliderScene.gd                 | GDScript           |          2 |          0 |          3 |          5 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Input\InputModules universal\Slider\sliderScene.tscn               | Properties         |         44 |          0 |          8 |         52 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Input\InputModules universal\Slider\sliderSkript.gd                | GDScript           |          8 |          0 |          7 |         15 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Input\InputModules universal\Texture\InputRTL2.gd                  | GDScript           |         48 |          0 |         26 |         74 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Input\InputModules universal\Texture\PanelInputHandler.gd          | GDScript           |         13 |          0 |         10 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Input\InputModules universal\Texture\TextureScene.gd               | GDScript           |         13 |          0 |          9 |         22 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Input\InputModules universal\Texture\TextureScene.tscn             | Properties         |         61 |          0 |         10 |         71 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Input\InputModules universal\dictionary\Dictionary.gd              | GDScript           |         51 |          0 |         46 |         97 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Input\InputModules universal\dictionary\Dictionary.tscn            | Properties         |         60 |          0 |          9 |         69 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Input\InputModules universal\dictionary\entry.gd                   | GDScript           |          5 |          0 |          5 |         10 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\DioJSONes\Src\Frontend\content creation\Input\InputModules universal\dictionary\entry.tscn                 | Properties         |         46 |          0 |          9 |         55 |
